imdbId,titleType,primaryTitle,originalTitle,startYear,runtimeMinutes
104990,movie,Newsies,Newsies,1992,121
55254,movie,One Hundred and One Dalmatians,One Hundred and One Dalmatians,1961,79
46183,movie,Peter Pan,Peter Pan,1953,77
81353,movie,Popeye,Popeye,1980,114
100477,movie,The Rescuers Down Under,The Rescuers Down Under,1990,77
76618,movie,The Rescuers,The Rescuers,1977,77
78158,movie,Return from Witch Mountain,Return from Witch Mountain,1978,95
107952,video,Aladdin 2: The Return of Jafar,The Return of Jafar,1994,69
89908,movie,Return to Oz,Return to Oz,1985,113
102803,movie,The Rocketeer,The Rocketeer,1991,108
75200,movie,The Shaggy D.A.,The Shaggy D.A.,1976,91
53285,movie,Sleeping Beauty,Sleeping Beauty,1959,75
86336,movie,Something Wicked This Way Comes,Something Wicked This Way Comes,1983,95
57518,movie,Son of Flubber,Son of Flubber,1963,100
38969,movie,Song of the South,Song of the South,1946,94
88161,movie,Splash,Splash,1984,111
19422,short,Steamboat Willie,Steamboat Willie,1928,8
111359,movie,Tall Tale,Tall Tale,1995,96
84783,movie,Tex,Tex,1982,103
84827,movie,Tron,Tron,1982,96
108265,movie,Swing Kids,Swing Kids,1993,112
120694,movie,Halloween H20: 20 Years Later,Halloween H20: 20 Years Later,1998,86
102250,movie,L.A. Story,L.A. Story,1991,95
79367,movie,The Jerk,The Jerk,1979,94
83798,movie,Dead Men Don't Wear Plaid,Dead Men Don't Wear Plaid,1982,88
85894,movie,The Man with Two Brains,The Man with Two Brains,1983,93
101969,movie,Grand Canyon,Grand Canyon,1991,134
86066,movie,The Outsiders,The Outsiders,1983,91
87469,movie,Indiana Jones and the Temple of Doom,Indiana Jones and the Temple of Doom,1984,118
77869,movie,The Lord of the Rings,The Lord of the Rings,1978,132
87803,movie,1984,Nineteen Eighty-Four,1984,113
85407,movie,The Dead Zone,The Dead Zone,1983,103
91499,movie,Maximum Overdrive,Maximum Overdrive,1986,98
107665,movie,Needful Things,Needful Things,1993,120
85382,movie,Cujo,Cujo,1983,93
87050,movie,Children of the Corn,Children of the Corn,1984,92
96787,movie,All Dogs Go to Heaven,All Dogs Go to Heaven,1989,84
101272,movie,The Addams Family,The Addams Family,1991,99
120631,movie,Ever After: A Cinderella Story,Ever After,1998,121
120832,movie,Snake Eyes,Snake Eyes,1998,98
80388,movie,Atlantic City,Atlantic City,1980,104
77711,movie,Autumn Sonata,Höstsonaten,1978,99
61184,movie,Who's Afraid of Virginia Woolf?,Who's Afraid of Virginia Woolf?,1966,131
92513,movie,Adventures in Babysitting,Adventures in Babysitting,1987,102
90305,movie,Weird Science,Weird Science,1985,94
61584,movie,Doctor Dolittle,Doctor Dolittle,1967,152
57372,movie,The Nutty Professor,The Nutty Professor,1963,107
70016,movie,Charlotte's Web,Charlotte's Web,1973,94
78480,movie,Watership Down,Watership Down,1978,91
84649,movie,The Secret of NIMH,The Secret of NIMH,1982,82
83791,movie,The Dark Crystal,The Dark Crystal,1982,93
90633,movie,An American Tail,An American Tail,1986,80
101329,movie,An American Tail: Fievel Goes West,An American Tail: Fievel Goes West,1991,75
89469,movie,Legend,Legend,1985,94
88128,movie,Sixteen Candles,Sixteen Candles,1984,93
91790,movie,Pretty in Pink,Pretty in Pink,1986,97
90060,movie,St. Elmo's Fire,St. Elmo's Fire,1985,110
90848,movie,The Clan of the Cave Bear,The Clan of the Cave Bear,1986,98
91223,movie,House,House,1985,93
93220,movie,House II: The Second Story,House II: The Second Story,1987,88
80801,movie,The Gods Must Be Crazy,The Gods Must Be Crazy,1980,109
97443,movie,The Gods Must Be Crazy II,The Gods Must Be Crazy II,1989,98
140796,movie,Air Bud: Golden Receiver,Air Bud: Golden Receiver,1998,90
118661,movie,The Avengers,The Avengers,1998,89
120703,movie,How Stella Got Her Groove Back,How Stella Got Her Groove Back,1998,124
120831,movie,Slums of Beverly Hills,Slums of Beverly Hills,1998,91
133413,movie,The Best Man,Il testimone dello sposo,1997,101
99763,movie,Henry: Portrait of a Serial Killer,Henry: Portrait of a Serial Killer,1986,83
63522,movie,Rosemary's Baby,Rosemary's Baby,1968,137
88323,movie,The NeverEnding Story,Die unendliche Geschichte,1984,102
100240,movie,The NeverEnding Story II: The Next Chapter,The NeverEnding Story II: The Next Chapter,1990,90
80391,movie,Attack of the Killer Tomatoes!,Attack of the Killer Tomatoes!,1978,83
94077,movie,Surf Nazis Must Die,Surf Nazis Must Die,1987,83
119517,movie,Your Friends and Neighbors,Your Friends and Neighbors,1998,100
124595,movie,Return to Paradise,Return to Paradise,1998,111
120611,movie,Blade,Blade,1998,120
118301,movie,Dead Man on Campus,Dead Man on Campus,1998,96
120901,movie,Wrongfully Accused,Wrongfully Accused,1998,87
119778,movie,Next Stop Wonderland,Next Stop Wonderland,1998,104
120692,movie,Strike!,Strike!,1998,97
94721,movie,Beetlejuice,Beetle Juice,1988,92
119033,movie,Déjà Vu,Déjà Vu,1997,117
40746,movie,Rope,Rope,1948,80
74512,movie,Family Plot,Family Plot,1976,120
68611,movie,Frenzy,Frenzy,1972,116
65112,movie,Topaz,Topaz,1969,143
61107,movie,Torn Curtain,Torn Curtain,1966,128
58329,movie,Marnie,Marnie,1964,130
51207,movie,The Wrong Man,The Wrong Man,1956,105
49470,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,1956,120
48750,movie,The Trouble with Harry,The Trouble with Harry,1955,99
45897,movie,I Confess,I Confess,1953,95
44079,movie,Strangers on a Train,Strangers on a Train,1951,101
42994,movie,Stage Fright,Stage Fright,1950,110
120577,movie,54,54,1998,93
123324,movie,Why Do Fools Fall in Love,Why Do Fools Fall in Love,1998,116
96446,movie,Willow,Willow,1988,126
94226,movie,The Untouchables,The Untouchables,1987,119
120654,movie,Dirty Work,Dirty Work,1998,82
120724,movie,Knock Off,Knock Off,1998,91
39694,movie,The Paradine Case,The Paradine Case,1947,125
37017,movie,Lifeboat,Lifeboat,1944,97
36342,movie,Shadow of a Doubt,Shadow of a Doubt,1943,108
35279,movie,Saboteur,Saboteur,1942,109
33922,movie,Mr. & Mrs. Smith,Mr. & Mrs. Smith,1941,95
34248,movie,Suspicion,Suspicion,1941,99
31505,movie,Jamaica Inn,Jamaica Inn,1939,108
30341,movie,The Lady Vanishes,The Lady Vanishes,1938,96
28212,movie,Sabotage,Sabotage,1936,76
28231,movie,Secret Agent,Secret Agent,1936,86
25452,movie,The Man Who Knew Too Much,The Man Who Knew Too Much,1934,75
18328,movie,The Ring,The Ring,1927,116
17075,movie,The Lodger: A Story of the London Fog,The Lodger: A Story of the London Fog,1927,92
128442,movie,Rounders,Rounders,1998,121
123755,movie,Cube,Cube,1997,90
124879,movie,Simon Birch,Simon Birch,1998,114
73817,movie,Swept Away,Travolti da un insolito destino nell'azzurro mare d'agosto,1974,114
81207,movie,My Bodyguard,My Bodyguard,1980,96
85346,movie,Class,Class,1983,98
92699,movie,Broadcast News,Broadcast News,1987,133
92537,movie,The Allnighter,The Allnighter,1987,108
96463,movie,Working Girl,Working Girl,1988,113
95593,movie,Married to the Mob,Married to the Mob,1988,104
98258,movie,Say Anything,Say Anything...,1989,100
100212,movie,My Blue Heaven,My Blue Heaven,1990,97
104412,movie,Hero,Hero,1992,119
105629,movie,Toys,Toys,1992,118
84938,movie,Young Doctors in Love,Young Doctors in Love,1982,96
84472,movie,Parasite,Parasite,1982,85
87810,movie,No Small Affair,No Small Affair,1984,102
86973,movie,Blame It on Rio,Blame It on Rio,1984,100
92225,movie,Wisdom,Wisdom,1986,109
91680,movie,One Crazy Summer,One Crazy Summer,1986,93
90583,movie,About Last Night,About Last Night...,1986,113
96073,movie,The Seventh Sign,The Seventh Sign,1988,97
98625,movie,We're No Angels,We're No Angels,1989,106
102558,movie,Nothing But Trouble,Nothing But Trouble,1991,94
101523,movie,The Butcher's Wife,The Butcher's Wife,1991,107
102469,movie,Mortal Thoughts,Mortal Thoughts,1991,103
104257,movie,A Few Good Men,A Few Good Men,1992,138
107211,movie,Indecent Proposal,Indecent Proposal,1993,117
120788,movie,Permanent Midnight,Permanent Midnight,1998,88
120776,movie,One True Thing,One True Thing,1998,127
120812,movie,Rush Hour,Rush Hour,1998,98
118736,movie,Six-String Samurai,Six-String Samurai,1998,91
122690,movie,Ronin,Ronin,1998,122
146336,movie,Urban Legend,Urban Legend,1998,99
118863,movie,Clay Pigeons,Clay Pigeons,1998,104
119802,movie,Monument Ave.,Snitch,1998,93
126604,movie,Pecker,Pecker,1998,87
100594,movie,The Sheltering Sky,The Sheltering Sky,1990,138
80731,movie,The Fiendish Plot of Dr. Fu Manchu,The Fiendish Plot of Dr. Fu Manchu,1980,100
47573,movie,Them!,Them!,1954,94
84787,movie,The Thing,The Thing,1982,109
105151,movie,The Player,The Player,1992,124
81554,movie,Stardust Memories,Stardust Memories,1980,89
99487,movie,Edward Scissorhands,Edward Scissorhands,1990,105
117276,video,Overnight Delivery,Overnight Delivery,1998,87
120587,movie,Antz,Antz,1998,83
120823,movie,The Impostors,The Impostors,1998,101
120770,movie,A Night at the Roxbury,A Night at the Roxbury,1998,82
120889,movie,What Dreams May Come,What Dreams May Come,1998,113
124102,movie,Strangeland,Strangeland,1998,85
63462,movie,The Producers,The Producers,1967,88
82517,movie,History of the World: Part I,History of the World: Part I,1981,92
104952,movie,My Cousin Vinny,My Cousin Vinny,1992,120
73440,movie,Nashville,Nashville,1975,160
119577,movie,Love Is the Devil: Study for a Portrait of Francis Bacon,Love Is the Devil: Study for a Portrait of Francis Bacon,1998,87
120701,movie,Holy Man,Holy Man,1998,114
122642,movie,One Tough Cop,One Tough Cop,1998,90
119670,movie,The Mighty,The Mighty,1998,100
86837,movie,2010: The Year We Make Contact,2010: The Year We Make Contact,1984,116
90830,movie,Children of a Lesser God,Children of a Lesser God,1986,119
80678,movie,The Elephant Man,The Elephant Man,1980,124
120603,movie,Beloved,Beloved,1998,172
144120,movie,Bride of Chucky,Bride of Chucky,1998,89
120791,movie,Practical Magic,Practical Magic,1998,104
147612,movie,Happiness,Happiness,1998,134
118636,movie,Apt Pupil,Apt Pupil,1998,111
120789,movie,Pleasantville,Pleasantville,1998,124
120157,movie,Soldier,Soldier,1998,99
150230,movie,The Cruise,The Cruise,1998,76
118799,movie,Life Is Beautiful,La vita è bella,1997,116
124819,movie,Orgazmo,Orgazmo,1997,94
100740,movie,Tales from the Darkside: The Movie,Tales from the Darkside: The Movie,1990,93
120877,movie,Vampires,Vampires,1998,108
120586,movie,American History X,American History X,1998,119
116481,movie,Hands on a Hardbody: The Documentary,Hands on a Hardbody: The Documentary,1997,98
120722,movie,Living Out Loud,Living Out Loud,1998,100
158493,movie,Belly,Belly,1998,96
120684,movie,Gods and Monsters,Gods and Monsters,1998,105
133952,movie,The Siege,The Siege,1998,116
120484,movie,The Waterboy,The Waterboy,1998,90
127536,movie,Elizabeth,Elizabeth,1998,124
120879,movie,Velvet Goldmine,Velvet Goldmine,1998,118
130018,movie,I Still Know What You Did Last Summer,I Still Know What You Did Last Summer,1998,100
155753,movie,I'll Be Home for Christmas,I'll Be Home for Christmas,1998,86
119643,movie,Meet Joe Black,Meet Joe Black,1998,178
116488,movie,Hard Core Logo,Hard Core Logo,1996,92
89941,movie,Runaway Train,Runaway Train,1985,111
73747,movie,The Stepford Wives,The Stepford Wives,1975,115
87932,movie,The Pope of Greenwich Village,The Pope of Greenwich Village,1984,121
91954,movie,Sid and Nancy,Sid and Nancy,1986,112
91538,movie,Mona Lisa,Mona Lisa,1986,104
99750,movie,Heart Condition,Heart Condition,1990,100
50783,movie,Nights of Cabiria,Le notti di Cabiria,1957,110
85244,movie,The Big Chill,The Big Chill,1983,105
120660,movie,Enemy of the State,Enemy of the State,1998,132
134067,movie,The Rugrats Movie,The Rugrats Movie,1998,79
120623,movie,A Bug's Life,A Bug's Life,1998,95
120533,movie,Celebrity,Celebrity,1998,113
140888,movie,Central Station,Central do Brasil,1998,110
120070,movie,Savior,Savior,1998,103
166396,movie,Waking Ned Devine,Waking Ned,1998,91
154420,movie,The Celebration,Festen,1998,105
69089,movie,Pink Flamingos,Pink Flamingos,1972,93
45826,movie,Glen or Glenda,Glen or Glenda,1953,65
47034,movie,Godzilla,Gojira,1954,96
87344,movie,Godzilla 1985,Godzilla 1985,1985,87
56142,movie,King Kong vs. Godzilla,King Kong vs. Godzilla,1963,97
24216,movie,King Kong,King Kong,1933,100
74751,movie,King Kong,King Kong,1976,134
91344,movie,King Kong Lives,King Kong Lives,1986,105
89017,movie,Desperately Seeking Susan,Desperately Seeking Susan,1985,104
89087,movie,The Emerald Forest,The Emerald Forest,1985,114
89155,movie,Fletch,Fletch,1985,98
97366,movie,Fletch Lives,Fletch Lives,1989,95
89893,movie,Red Sonja,Red Sonja,1985,89
91159,movie,Gung Ho,Gung Ho,1986,112
91541,movie,The Money Pit,The Money Pit,1986,91
90264,movie,A View to a Kill,A View to a Kill,1985,131
89489,movie,Lifeforce,Lifeforce,1985,101
87928,movie,Police Academy,Police Academy,1984,96
89822,movie,Police Academy 2: Their First Assignment,Police Academy 2: Their First Assignment,1985,87
91777,movie,Police Academy 3: Back in Training,Police Academy 3: Back in Training,1986,83
93756,movie,Police Academy 4: Citizens on Patrol,Police Academy 4: Citizens on Patrol,1987,88
95882,movie,Police Academy 5: Assignment: Miami Beach,Police Academy 5: Assignment: Miami Beach,1988,90
98105,movie,Police Academy 6: City Under Siege,Police Academy 6: City Under Siege,1989,84
120595,movie,Babe: Pig in the City,Babe: Pig in the City,1998,97
119304,movie,Home Fries,Home Fries,1998,91
124198,movie,Very Bad Things,Very Bad Things,1998,100
119248,movie,Steam: The Turkish Bath,Hamam,1997,94
155975,movie,Psycho,Psycho,1998,105
147004,movie,Little Voice,Little Voice,1998,97
120324,movie,A Simple Plan,A Simple Plan,1998,121
141109,movie,Jack Frost,Jack Frost,1998,101
120844,movie,Star Trek: Insurrection,Star Trek: Insurrection,1998,103
120794,movie,The Prince of Egypt,The Prince of Egypt,1998,99
128445,movie,Rushmore,Rushmore,1998,93
138097,movie,Shakespeare in Love,Shakespeare in Love,1998,123
39628,movie,Miracle on 34th Street,Miracle on 34th Street,1947,96
89961,movie,Santa Claus: The Movie,Santa Claus: The Movie,1985,107
98115,movie,Prancer,Prancer,1989,103
89767,movie,Pale Rider,Pale Rider,1985,115
89880,movie,Rambo: First Blood Part II,Rambo: First Blood Part II,1985,96
83944,movie,First Blood,First Blood,1982,93
95956,movie,Rambo III,Rambo III,1988,102
89370,movie,The Jewel of the Nile,The Jewel of the Nile,1985,106
88011,movie,Romancing the Stone,Romancing the Stone,1984,106
88933,movie,Cocoon,Cocoon,1985,117
94890,movie,Cocoon: The Return,Cocoon: The Return,1988,116
79817,movie,Rocky II,Rocky II,1979,119
84602,movie,Rocky III,Rocky III,1982,99
89927,movie,Rocky IV,Rocky IV,1985,91
100507,movie,Rocky V,Rocky V,1990,104
88930,movie,Clue,Clue,1985,94
90357,movie,Young Sherlock Holmes,Young Sherlock Holmes,1985,109
92173,movie,Violets Are Blue...,Violets Are Blue...,1986,88
90685,movie,Back to School,Back to School,1986,96
91188,movie,Heartburn,Heartburn,1986,108
91653,movie,Nothing in Common,Nothing in Common,1986,118
91024,movie,Extremities,Extremities,1986,89
87538,movie,The Karate Kid,The Karate Kid,1984,126
91326,movie,The Karate Kid Part II,The Karate Kid Part II,1986,113
97647,movie,The Karate Kid Part III,The Karate Kid Part III,1989,112
97958,movie,National Lampoon's Christmas Vacation,National Lampoon's Christmas Vacation,1989,97
128853,movie,You've Got Mail,You've Got Mail,1998,119
120706,movie,The General,The General,1998,124
120863,movie,The Thin Red Line,The Thin Red Line,1998,170
133751,movie,The Faculty,The Faculty,1998,104
120751,movie,Mighty Joe Young,Mighty Joe Young,1998,114
41650,movie,Mighty Joe Young,Mighty Joe Young,1949,94
129290,movie,Patch Adams,Patch Adams,1998,115
120686,movie,Stepmom,Stepmom,1998,125
120633,movie,A Civil Action,A Civil Action,1998,115
119336,movie,Hurlyburly,Hurlyburly,1998,122
120857,movie,Tea with Mussolini,Un tè con Mussolini,1999,117
118564,movie,Affliction,Affliction,1997,114
150915,movie,Hilary and Jackie,Hilary and Jackie,1998,121
145734,movie,Playing by Heart,Playing by Heart,1998,121
132512,movie,At First Sight,At First Sight,1999,128
120710,movie,In Dreams,In Dreams,1999,100
139699,movie,Varsity Blues,Varsity Blues,1999,106
120458,movie,Virus,Virus,1999,99
91225,movie,Howard the Duck,Howard the Duck,1986,110
93075,movie,The Gate,The Gate,1987,85
90768,movie,The Boy Who Could Fly,The Boy Who Could Fly,1986,114
51622,movie,The Fly,The Fly,1958,94
91064,movie,The Fly,The Fly,1986,96
97368,movie,The Fly II,The Fly II,1989,105
91875,movie,Running Scared,Running Scared,1986,107
90660,movie,Armed and Dangerous,Armed and Dangerous,1986,88
72271,movie,The Texas Chain Saw Massacre,The Texas Chain Saw Massacre,1974,83
92076,movie,The Texas Chainsaw Massacre 2,The Texas Chainsaw Massacre 2,1986,101
110978,movie,Texas Chainsaw Massacre: The Next Generation,The Return of the Texas Chainsaw Massacre,1995,87
91877,movie,Ruthless People,Ruthless People,1986,93
90917,movie,Deadly Friend,Deadly Friend,1986,91
91605,movie,The Name of the Rose,Der Name der Rose,1986,130
91306,movie,Jumpin' Jack Flash,Jumpin' Jack Flash,1986,105
91738,movie,Peggy Sue Got Married,Peggy Sue Got Married,1986,103
90555,movie,Crocodile Dundee,Crocodile Dundee,1986,97
92493,movie,Crocodile Dundee II,Crocodile Dundee II,1988,108
92105,movie,Tough Guys,Tough Guys,1986,104
91991,movie,Soul Man,Soul Man,1986,104
90863,movie,The Color of Money,The Color of Money,1986,119
90567,movie,52 Pick-Up,52 Pick-Up,1986,110
91187,movie,Heartbreak Ridge,Heartbreak Ridge,1986,130
91055,movie,Firewalker,Firewalker,1986,105
92086,movie,Three Amigos!,Three Amigos!,1986,104
151691,movie,My Name Is Joe,My Name Is Joe,1998,105
149151,movie,Still Crazy,Still Crazy,1998,95
112922,movie,The Day of the Beast,El día de la bestia,1995,103
160862,movie,She's All That,She's All That,1999,95
54167,movie,Peeping Tom,Peeping Tom,1960,101
120784,movie,Payback,Payback,1999,100
145893,movie,Simply Irresistible,Simply Irresistible,1999,96
138987,movie,20 Dates,20 Dates,1998,87
128133,movie,The Harmonists,Comedian Harmonists,1997,126
174852,movie,The Last Days,The Last Days,1998,87
70544,movie,Fantastic Planet,La planète sauvage,1973,72
124298,movie,Blast from the Past,Blast from the Past,1999,112
139462,movie,Message in a Bottle,Message in a Bottle,1999,126
120764,movie,My Favorite Martian,My Favorite Martian,1999,94
155776,movie,Jawbreaker,Jawbreaker,1999,86
132477,movie,October Sky,October Sky,1999,108
151804,movie,Office Space,Office Space,1999,89
156901,movie,The Apple,Sib,1998,86
137338,movie,200 Cigarettes,200 Cigarettes,1999,101
134273,movie,8MM,8MM,1999,123
123209,movie,The Other Sister,The Other Sister,1999,129
70334,movie,The Long Goodbye,The Long Goodbye,1973,112
84390,movie,The Ballad of Narayama,Narayama bushikô,1983,130
98084,movie,Pet Sematary,Pet Sematary,1989,103
105128,movie,Pet Sematary II,Pet Sematary II,1992,100
106557,movie,Children of the Corn II: The Final Sacrifice,Children of the Corn II: The Final Sacrifice,1992,92
109415,movie,Children of the Corn III: Urban Harvest,Children of the Corn III: Urban Harvest,1995,92
85333,movie,Christine,Christine,1983,110
84412,movie,Night Shift,Night Shift,1982,106
65377,movie,Airport,Airport,1970,137
71110,movie,Airport 1975,Airport 1975,1974,107
75648,movie,Airport '77,Airport '77,1977,114
76636,movie,Rollercoaster,Rollercoaster,1977,119
72308,movie,The Towering Inferno,The Towering Inferno,1974,165
80354,movie,Alligator,Alligator,1980,91
79550,movie,Meteor,Meteor,1979,108
70909,movie,Westworld,Westworld,1973,88
74812,movie,Logan's Run,Logan's Run,1976,119
63442,movie,Planet of the Apes,Planet of the Apes,1968,112
65462,movie,Beneath the Planet of the Apes,Beneath the Planet of the Apes,1970,95
69768,movie,Battle for the Planet of the Apes,Battle for the Planet of the Apes,1973,93
68408,movie,Conquest of the Planet of the Apes,Conquest of the Planet of the Apes,1972,88
67065,movie,Escape from the Planet of the Apes,Escape from the Planet of the Apes,1971,98
77189,movie,Avalanche,Avalanche,1978,91
71455,movie,Earthquake,Earthquake,1974,122
78856,movie,Beyond the Poseidon Adventure,Beyond the Poseidon Adventure,1979,114
175550,movie,Dancemaker,Dancemaker,1998,98
122933,movie,Analyze This,Analyze This,1999,103
142192,movie,The Corruptor,The Corruptor,1999,110
139134,movie,Cruel Intentions,Cruel Intentions,1999,97
120735,movie,"Lock, Stock and Two Smoking Barrels","Lock, Stock and Two Smoking Barrels",1998,107
157208,movie,The School of Flesh,L'école de la chair,1998,110
120646,movie,The Deep End of the Ocean,The Deep End of the Ocean,1999,106
144814,movie,The Rage: Carrie 2,The Rage: Carrie 2,1999,104
131646,movie,Wing Commander,Wing Commander,1999,100
57129,movie,The Haunting,The Haunting,1963,112
94964,movie,Dead Ringers,Dead Ringers,1988,116
107626,movie,My Boyfriend's Back,My Boyfriend's Back,1993,85
54443,movie,Village of the Damned,Village of the Damned,1960,77
56931,movie,Children of the Damned,Children of the Damned,1964,89
118665,movie,Baby Geniuses,Baby Geniuses,1999,97
157016,movie,I Stand Alone,Seul contre tous,1998,93
141098,movie,Forces of Nature,Forces of Nature,1999,105
160429,movie,The King and I,The King and I,1999,88
129332,movie,Ravenous,Ravenous,1999,101
139668,movie,True Crime,True Crime,1999,127
118892,movie,Dangerous Beauty,Dangerous Beauty,1998,111
49408,movie,The King and I,The King and I,1956,133
187819,movie,Doug's 1st Movie,Doug's 1st Movie,1999,77
131369,movie,Edtv,Edtv,1999,122
120757,movie,The Mod Squad,The Mod Squad,1999,92
120613,movie,A Walk on the Moon,A Walk on the Moon,1999,107
133093,movie,The Matrix,The Matrix,1999,136
147800,movie,10 Things I Hate About You,10 Things I Hate About You,1999,97
120274,movie,Tango,Tango,1998,115
129280,movie,The Out-of-Towners,The Out-of-Towners,1999,90
120449,movie,The Dreamlife of Angels,La vie rêvée des anges,1998,113
119665,movie,Metroland,Metroland,1997,105
154506,movie,Following,Following,1998,69
139239,movie,Go,Go,1999,102
151738,movie,Never Been Kissed,Never Been Kissed,1999,107
105399,movie,Twin Dragons,Seong lung wui,1992,104
126250,movie,Cookie's Fortune,Cookie's Fortune,1999,118
133363,movie,Lovers of the Arctic Circle,Los amantes del Círculo Polar,1998,112
119219,movie,Goodbye Lover,Goodbye Lover,1998,102
123964,movie,Life,Life,1999,108
143261,movie,Friends & Lovers,Friends & Lovers,1999,103
136244,movie,Hideous Kinky,Hideous Kinky,1998,98
110570,movie,The Monster,Il mostro,1994,112
125659,movie,Open Your Eyes,Abre los ojos,1997,119
133189,movie,SLC Punk!,SLC Punk!,1998,97
120836,movie,Lost & Found,Lost & Found,1999,100
120797,movie,Pushing Tin,Pushing Tin,1999,124
126886,movie,Election,Election,1999,103
120907,movie,eXistenZ,eXistenZ,1999,97
137494,movie,Entrapment,Entrapment,1999,113
138510,movie,Idle Hands,Idle Hands,1999,92
162973,movie,Get Real,Get Real,1998,108
115669,movie,The King of Masks,Bian Lian,1996,91
155388,movie,The Winslow Boy,The Winslow Boy,1999,104
37913,movie,Mildred Pierce,Mildred Pierce,1945,111
87799,movie,Night of the Comet,Night of the Comet,1984,95
90837,movie,Chopping Mall,Chopping Mall,1986,77
89652,movie,My Science Project,My Science Project,1985,94
99422,movie,Dick Tracy,Dick Tracy,1990,105
120616,movie,The Mummy,The Mummy,1999,124
118826,movie,The Castle,The Castle,1997,85
120865,movie,This Is My Father,This Is My Father,1998,119
140379,movie,A Midsummer Night's Dream,A Midsummer Night's Dream,1999,116
160298,movie,Trippin',Trippin',1999,94
165078,movie,After Life,Wandafuru raifu,1998,119
115693,movie,Black Mask,Hak hap,1996,99
120915,movie,Star Wars: Episode I - The Phantom Menace,Star Wars: Episode I - The Phantom Menace,1999,136
166252,movie,The Love Letter,The Love Letter,1999,88
149723,movie,Besieged,L'assedio,1998,93
59643,movie,The Saragossa Manuscript,Rekopis znaleziony w Saragossie,1965,182
23245,movie,The Mummy,The Mummy,1932,73
53085,movie,The Mummy,The Mummy,1959,86
82766,movie,Mommie Dearest,Mommie Dearest,1981,129
78346,movie,Superman,Superman,1978,143
81573,movie,Superman II,Superman II,1980,127
86393,movie,Superman III,Superman III,1983,125
94074,movie,Superman IV: The Quest for Peace,Superman IV: The Quest for Peace,1987,90
21814,movie,Dracula,Dracula,1931,75
21884,movie,Frankenstein,Frankenstein,1931,70
35899,movie,Frankenstein Meets the Wolf Man,Frankenstein Meets the Wolf Man,1943,74
50280,movie,The Curse of Frankenstein,The Curse of Frankenstein,1957,82
34398,movie,The Wolf Man,The Wolf Man,1941,70
89308,movie,Howling II: ... Your Sister Is a Werewolf,Howling II: Stirba - Werewolf Bitch,1985,91
48696,movie,Tarantula,Tarantula,1955,80
73629,movie,The Rocky Horror Picture Show,The Rocky Horror Picture Show,1975,100
84156,movie,It Came from Hollywood,It Came from Hollywood,1982,80
44121,movie,The Thing from Another World,The Thing from Another World,1951,87
45920,movie,It Came from Outer Space,It Came from Outer Space,1953,81
46534,movie,The War of the Worlds,The War of the Worlds,1953,85
49366,movie,Invasion of the Body Snatchers,Invasion of the Body Snatchers,1956,80
49169,movie,Earth vs. the Flying Saucers,Earth vs. the Flying Saucers,1956,83
84745,movie,Swamp Thing,Swamp Thing,1982,91
53183,movie,Pork Chop Hill,Pork Chop Hill,1959,97
52151,movie,Run Silent Run Deep,"Run Silent, Run Deep",1958,93
125439,movie,Notting Hill,Notting Hill,1999,124
139809,movie,The Thirteenth Floor,The Thirteenth Floor,1999,100
126859,movie,The Loss of Sexual Innocence,The Loss of Sexual Innocence,1999,106
128278,movie,Instinct,Instinct,1999,126
186508,movie,Buena Vista Social Club,Buena Vista Social Club,1999,105
141105,movie,Free Enterprise,Free Enterprise,1998,113
164085,movie,Limbo,Limbo,1999,126
145660,movie,Austin Powers: The Spy Who Shagged Me,Austin Powers: The Spy Who Shagged Me,1999,95
120802,movie,The Red Violin,Le violon rouge,1998,130
120855,movie,Tarzan,Tarzan,1999,88
144214,movie,The General's Daughter,The General's Daughter,1999,116
122541,movie,An Ideal Husband,An Ideal Husband,1999,97
120731,movie,The Legend of 1900,La leggenda del pianista sull'oceano,1998,169
130827,movie,Run Lola Run,Lola rennt,1998,81
120370,movie,Trekkies,Trekkies,1997,86
142342,movie,Big Daddy,Big Daddy,1999,93
139898,movie,The Boys,The Boys,1998,86
119038,movie,Le Dîner de Cons,Le dîner de cons,1998,80
119743,movie,My Son the Fanatic,My Son the Fanatic,1997,87
120554,movie,Zone 39,Zone 39,1996,95
99052,movie,Arachnophobia,Arachnophobia,1990,109
158983,movie,"South Park: Bigger, Longer & Uncut","South Park: Bigger, Longer & Uncut",1999,81
120891,movie,Wild Wild West,Wild Wild West,1999,106
162677,movie,Summer of Sam,Summer of Sam,1999,142
163651,movie,American Pie,American Pie,1999,95
137363,movie,Arlington Road,Arlington Road,1999,117
137439,movie,Autumn Tale,Conte d'automne,1998,112
158811,movie,Muppets from Space,Muppets from Space,1999,87
185937,movie,The Blair Witch Project,The Blair Witch Project,1999,81
120663,movie,Eyes Wide Shut,Eyes Wide Shut,1999,159
139414,movie,Lake Placid,Lake Placid,1999,82
87332,movie,Ghostbusters,Ghostbusters,1984,105
97428,movie,Ghostbusters II,Ghostbusters II,1989,108
157503,movie,Drop Dead Gorgeous,Drop Dead Gorgeous,1999,97
171363,movie,The Haunting,The Haunting,1999,113
141369,movie,Inspector Gadget,Inspector Gadget,1999,78
149261,movie,Deep Blue Sea,Deep Blue Sea,1999,105
132347,movie,Mystery Men,Mystery Men,1999,121
